Path,Category,Label,Noise Density,Speckle Size,Frame Count,FPS,Duration,Movement Type,file_name
words/89e41e7b99f7.mp4,words,['moonlit garden path'],50,3,166,33.35,4.98,static,words/89e41e7b99f7.mp4
words/965e65ed6029.mp4,words,['ancient stone walls'],50,3,168,33.79,4.97,static,words/965e65ed6029.mp4
words/1747a9a2e512.mp4,words,['coffee shop musings'],50,3,204,41.15,4.96,static,words/1747a9a2e512.mp4
words/25ef525f2d38.mp4,words,['silicon dreams process'],50,3,176,35.47,4.96,static,words/25ef525f2d38.mp4
words/e0b6003f160b.mp4,words,['coffee grounds swirl'],50,3,169,34.05,4.96,static,words/e0b6003f160b.mp4
words/5d9d0dab30f7.mp4,words,['cobalt'],50,3,168,33.86,4.96,static,words/5d9d0dab30f7.mp4
words/133df1827792.mp4,words,['gentle breeze'],50,3,173,34.78,4.97,static,words/133df1827792.mp4
words/3377e2d04bbc.mp4,words,['golden sunset glow'],50,3,180,36.17,4.98,static,words/3377e2d04bbc.mp4
words/57ccd8e5370e.mp4,words,['scattered puzzle pieces'],50,3,163,32.77,4.97,static,words/57ccd8e5370e.mp4
words/4a75945347ae.mp4,words,['twisted metal dreams'],50,3,107,32.63,3.28,static,words/4a75945347ae.mp4
words/9bbfb62d515e.mp4,words,['plasma storm rages'],50,3,100,35.6,2.81,static,words/9bbfb62d515e.mp4
words/9fff96c18602.mp4,words,['marble halls gleam'],50,3,69,35.51,1.94,static,words/9fff96c18602.mp4
words/ce13b4d6254f.mp4,words,['wild horses run'],50,3,176,35.52,4.95,static,words/ce13b4d6254f.mp4
words/77f831a19865.mp4,words,['artificial minds think'],50,3,184,37.06,4.96,static,words/77f831a19865.mp4
words/f6244f4c8ed7.mp4,words,['thunder rolling distant'],50,3,183,36.79,4.97,static,words/f6244f4c8ed7.mp4
words/a6ac81c738f3.mp4,words,['gravitational waves ripple'],50,3,164,32.95,4.98,static,words/a6ac81c738f3.mp4
words/3107f573d1fd.mp4,words,['quantum leap forward'],50,3,165,33.3,4.96,static,words/3107f573d1fd.mp4
words/5dfb3cdeb333.mp4,words,['copper'],50,3,169,34.02,4.97,static,words/5dfb3cdeb333.mp4
words/29534cf183dd.mp4,words,['dancing shadows beneath stars'],50,3,174,34.94,4.98,static,words/29534cf183dd.mp4
words/00c2f2a34cca.mp4,words,['velvet darkness falls'],50,3,173,34.86,4.96,static,words/00c2f2a34cca.mp4
words/b6ade7832d34.mp4,words,['copper kettle steam'],50,3,165,33.23,4.97,static,words/b6ade7832d34.mp4
words/4a3e6a5b847e.mp4,words,['comet tail streams'],50,3,174,34.99,4.97,static,words/4a3e6a5b847e.mp4
words/df3e923389b7.mp4,words,['maple leaves turning'],50,3,110,34.43,3.2,static,words/df3e923389b7.mp4
words/07226fd98a0f.mp4,words,['peaceful lake ripples'],50,3,178,35.82,4.97,static,words/07226fd98a0f.mp4
words/d264e202c6a8.mp4,words,['morning mist rises'],50,3,92,37.19,2.47,static,words/d264e202c6a8.mp4
words/b85d26e24e20.mp4,words,['stellar nurseries birth'],50,3,166,33.46,4.96,static,words/b85d26e24e20.mp4
words/8ac4fd3fba8b.mp4,words,['cosmic dust settles'],50,3,175,35.17,4.98,static,words/8ac4fd3fba8b.mp4
words/d96ea3c9831c.mp4,words,['event horizons form'],50,3,153,33.92,4.51,static,words/d96ea3c9831c.mp4
words/261766a8a993.mp4,words,['mountain peaks'],50,3,181,36.43,4.97,static,words/261766a8a993.mp4
words/d1e35e69f15d.mp4,words,['neutron stars collide'],50,3,152,33.95,4.48,static,words/d1e35e69f15d.mp4
words/e16d0f7223c8.mp4,words,['broken clock ticks'],50,3,157,31.59,4.97,static,words/e16d0f7223c8.mp4
words/ed8b7bb85087.mp4,words,['peaceful forest clearing'],50,3,182,36.62,4.97,static,words/ed8b7bb85087.mp4
words/97182969b6b2.mp4,words,['starlight bends time'],50,3,57,35.79,1.59,static,words/97182969b6b2.mp4
words/97b79e05f460.mp4,words,['candlelight flickers softly'],50,3,178,35.92,4.96,static,words/97b79e05f460.mp4
words/6ab82bd63991.mp4,words,['quantum mechanics work'],50,3,181,36.56,4.95,static,words/6ab82bd63991.mp4
words/23fd9db5eefc.mp4,words,['space debris orbits'],50,3,43,37.16,1.16,static,words/23fd9db5eefc.mp4
words/7dcb313cb2fd.mp4,words,['cosmic ice forms'],50,3,171,34.35,4.98,static,words/7dcb313cb2fd.mp4
words/e11079c52de4.mp4,words,['railway station memories'],50,3,157,31.53,4.98,static,words/e11079c52de4.mp4
words/9f99f5c93ed5.mp4,words,['melting snow drips'],50,3,180,36.21,4.97,static,words/9f99f5c93ed5.mp4
words/0c4d460da2dd.mp4,words,['holographic displays flicker'],50,3,168,33.74,4.98,static,words/0c4d460da2dd.mp4
words/b9461962f0b8.mp4,words,['piano keys sing'],50,3,167,33.55,4.98,static,words/b9461962f0b8.mp4
words/5a74ac008db0.mp4,words,['desert wind howls'],50,3,166,33.43,4.97,static,words/5a74ac008db0.mp4
words/c85d10baff0d.mp4,words,['quasar signals pulse'],50,3,149,30.0,4.97,static,words/c85d10baff0d.mp4
words/d080e56f5bdb.mp4,words,['midnight jazz'],50,3,37,37.0,1.0,static,words/d080e56f5bdb.mp4
words/d2a696482b9d.mp4,words,['neon signs buzz'],50,3,176,35.35,4.98,static,words/d2a696482b9d.mp4
words/74df7e9a6d84.mp4,words,['parallel worlds shift'],50,3,63,40.65,1.55,static,words/74df7e9a6d84.mp4
words/b41a5cd33e22.mp4,words,['wind chimes tinkle'],50,3,193,38.83,4.97,static,words/b41a5cd33e22.mp4
words/185e3ebbe5f9.mp4,words,['silver moonlight'],50,3,162,32.64,4.96,static,words/185e3ebbe5f9.mp4
words/9b1e76ae2d6f.mp4,words,['carbon'],50,3,182,36.69,4.96,static,words/9b1e76ae2d6f.mp4
words/f7249a25403d.mp4,words,['crystal clear water'],50,3,163,33.76,4.83,static,words/f7249a25403d.mp4
words/7358765b3955.mp4,words,['paper planes soar'],50,3,182,36.69,4.96,static,words/7358765b3955.mp4
words/defbd74954fb.mp4,words,['cosmic rays penetrate'],50,3,168,33.83,4.97,static,words/defbd74954fb.mp4
words/69c08188d0ca.mp4,words,['fireflies dance tonight'],50,3,184,37.04,4.97,static,words/69c08188d0ca.mp4
words/2206decbeb88.mp4,words,['autumn leaves falling'],50,3,175,35.26,4.96,static,words/2206decbeb88.mp4
words/cc00014f593d.mp4,words,['mysterious'],50,3,189,38.06,4.97,static,words/cc00014f593d.mp4
words/176c76a17514.mp4,words,['crisp apple falling'],50,3,152,38.25,3.97,static,words/176c76a17514.mp4
words/59439bc5b940.mp4,words,['mountain cabin smoke'],50,3,108,36.29,2.98,static,words/59439bc5b940.mp4
words/81554a95393c.mp4,words,['velvet shadow dance'],50,3,169,36.4,4.64,static,words/81554a95393c.mp4
words/16f10ef430b4.mp4,words,['mountain stream sings'],50,3,218,43.83,4.97,static,words/16f10ef430b4.mp4
words/7a5b50732360.mp4,words,['mercury'],50,3,174,35.07,4.96,static,words/7a5b50732360.mp4
words/7b33d1c6f526.mp4,words,['silver'],50,3,152,38.58,3.94,static,words/7b33d1c6f526.mp4
words/801fe8afe4c3.mp4,words,['dancing firelight'],50,3,178,35.83,4.97,static,words/801fe8afe4c3.mp4
words/e8295d1909f5.mp4,words,['butterfly wings flutter'],50,3,158,35.84,4.41,static,words/e8295d1909f5.mp4
words/4f15ce5d1c1f.mp4,words,['forest creatures gather'],50,3,183,36.74,4.98,static,words/4f15ce5d1c1f.mp4
words/8123396da55d.mp4,words,['copper wires spark'],50,3,174,35.07,4.96,static,words/8123396da55d.mp4
words/578d9d20c588.mp4,words,['laser beams cross'],50,3,181,36.35,4.98,static,words/578d9d20c588.mp4
words/76c08c7163ea.mp4,words,['nova flash brightens'],50,3,184,37.05,4.97,static,words/76c08c7163ea.mp4
words/9d9dd37ecfe8.mp4,words,['dragon scales shimmer'],50,3,43,37.16,1.16,static,words/9d9dd37ecfe8.mp4
words/1b3df5a029af.mp4,words,['electronic pulse'],50,3,46,37.55,1.23,static,words/1b3df5a029af.mp4
words/68df241dda70.mp4,words,['solar winds blow'],50,3,176,35.57,4.95,static,words/68df241dda70.mp4
words/cbb558ac2fdc.mp4,words,['neural networks expand'],50,3,169,34.07,4.96,static,words/cbb558ac2fdc.mp4
words/347eacb2c7c4.mp4,words,['peaceful meditation garden'],50,3,169,34.16,4.95,static,words/347eacb2c7c4.mp4
words/f1fb1ef49aa5.mp4,words,['autumn leaves drift'],50,3,168,33.76,4.98,static,words/f1fb1ef49aa5.mp4
words/359d1c6d0008.mp4,words,['winter snow falls'],50,3,194,39.05,4.97,static,words/359d1c6d0008.mp4
words/6d3b071c89c9.mp4,words,['urban jungle pulse'],50,3,181,36.44,4.97,static,words/6d3b071c89c9.mp4
words/07143a0a5207.mp4,words,['mountain stream memories'],50,3,167,33.55,4.98,static,words/07143a0a5207.mp4
words/cebc2f70a0ec.mp4,words,['dimensional gates crack'],50,3,167,33.52,4.98,static,words/cebc2f70a0ec.mp4
words/f637409b20ec.mp4,words,['pulsar beams flash'],50,3,183,36.85,4.97,static,words/f637409b20ec.mp4
words/73807ecf93e7.mp4,words,['marble'],50,3,176,35.56,4.95,static,words/73807ecf93e7.mp4
words/dba2b01eb712.mp4,words,['windchimes dance gently'],50,3,167,33.73,4.95,static,words/dba2b01eb712.mp4
words/daccd690eb94.mp4,words,['wildflowers sway gently'],50,3,183,36.75,4.98,static,words/daccd690eb94.mp4
words/742b0fddcd50.mp4,words,['fresh cut grass'],50,3,182,36.56,4.98,static,words/742b0fddcd50.mp4
words/e736aa5b4832.mp4,words,['golden ratio spirals'],50,3,157,33.81,4.64,static,words/e736aa5b4832.mp4
words/7dda2e065a7d.mp4,words,['desert wind howls'],50,3,171,34.48,4.96,static,words/7dda2e065a7d.mp4
words/96c86556f95e.mp4,words,['paper airplane soars'],50,3,166,33.33,4.98,static,words/96c86556f95e.mp4
words/18854f24db09.mp4,words,['supercluster forms'],50,3,78,39.03,2.0,static,words/18854f24db09.mp4
words/53dc820684b0.mp4,words,['morning birds sing'],50,3,177,35.56,4.98,static,words/53dc820684b0.mp4
words/4a2e424b76fe.mp4,words,['quantum waves collapse'],50,3,174,34.95,4.98,static,words/4a2e424b76fe.mp4
words/0fc8be594467.mp4,words,['gold'],50,3,150,30.0,5.0,static,words/0fc8be594467.mp4
words/b1aa3d75bbb0.mp4,words,['midnight orchestra'],50,3,182,36.74,4.95,static,words/b1aa3d75bbb0.mp4
words/dca9ecbd461f.mp4,words,['desert stars shine'],50,3,172,34.59,4.97,static,words/dca9ecbd461f.mp4
words/8878c80f1e38.mp4,words,['ancient ruins stand'],50,3,173,34.73,4.98,static,words/8878c80f1e38.mp4
words/782da5784015.mp4,words,['whisper in darkness'],50,3,100,33.6,2.98,static,words/782da5784015.mp4
words/5f6e39476074.mp4,words,['emerald forest deep'],50,3,157,31.67,4.96,static,words/5f6e39476074.mp4
words/0985e6845246.mp4,words,['train whistles echo'],50,3,181,36.47,4.96,static,words/0985e6845246.mp4
words/8f76783bdada.mp4,words,['galaxies spiral outward'],50,3,168,33.98,4.94,static,words/8f76783bdada.mp4
words/c5223c8b4a22.mp4,words,['vintage photographs fade'],50,3,170,34.28,4.96,static,words/c5223c8b4a22.mp4
words/c731641ec409.mp4,words,['campfire embers glow'],50,3,183,36.88,4.96,static,words/c731641ec409.mp4
words/7e54498dc1c6.mp4,words,['rushing river flows'],50,3,203,41.02,4.95,static,words/7e54498dc1c6.mp4
words/53ee89778ba0.mp4,words,['frozen time stops'],50,3,170,34.2,4.97,static,words/53ee89778ba0.mp4
words/0cec98f6ec2f.mp4,words,['cosmic rays scatter'],50,3,161,32.37,4.97,static,words/0cec98f6ec2f.mp4
words/3954ec72758c.mp4,words,['autumn colors fade'],50,3,176,35.39,4.97,static,words/3954ec72758c.mp4
words/ef69e9d9a18a.mp4,words,['echo'],50,3,168,33.94,4.95,static,words/ef69e9d9a18a.mp4
words/ada26ec95d99.mp4,words,['crystal clear water'],50,3,176,35.35,4.98,static,words/ada26ec95d99.mp4
words/8539e4c2aa23.mp4,words,['city lights twinkle'],50,3,60,35.43,1.69,static,words/8539e4c2aa23.mp4
words/d15aa6cafd4d.mp4,words,['rainbow appears suddenly'],50,3,211,44.54,4.74,static,words/d15aa6cafd4d.mp4
words/435feeb3d523.mp4,words,['cosmic web spreads'],50,3,166,33.35,4.98,static,words/435feeb3d523.mp4
words/02d96184e4a1.mp4,words,['sonic boom echoes'],50,3,163,32.87,4.96,static,words/02d96184e4a1.mp4
words/228e213ad69f.mp4,words,['atomic clock ticks'],50,3,73,33.5,2.18,static,words/228e213ad69f.mp4
words/a51563a2407a.mp4,words,['iridium'],50,3,168,33.89,4.96,static,words/a51563a2407a.mp4
words/5652de3a64c5.mp4,words,['starlit meadow dreams'],50,3,166,33.33,4.98,static,words/5652de3a64c5.mp4
words/cf019403b715.mp4,words,['bamboo forest whispers'],50,3,87,35.62,2.44,static,words/cf019403b715.mp4
words/a31cd75d5e76.mp4,words,['desert cactus blooms'],50,3,164,33.08,4.96,static,words/a31cd75d5e76.mp4
words/2b49a5cb6c13.mp4,words,['zinc'],50,3,156,34.59,4.51,static,words/2b49a5cb6c13.mp4
words/6df05a7494b5.mp4,words,['ancient olive trees'],50,3,163,32.8,4.97,static,words/6df05a7494b5.mp4
words/1e307dd9c701.mp4,words,['forest creatures gather'],50,3,172,34.7,4.96,static,words/1e307dd9c701.mp4
words/5d5719072517.mp4,words,['peaceful garden sanctuary'],50,3,120,38.01,3.16,static,words/5d5719072517.mp4
words/ec2aa013b2a1.mp4,words,['forest path winds'],50,3,187,37.64,4.97,static,words/ec2aa013b2a1.mp4
words/901c42f6c853.mp4,words,['rustic cabin walls'],50,3,167,33.56,4.98,static,words/901c42f6c853.mp4
words/b2178fbbe075.mp4,words,['ancient temple bells'],50,3,175,35.36,4.95,static,words/b2178fbbe075.mp4
words/fddc644222d7.mp4,words,['winter wind howls'],50,3,168,33.83,4.97,static,words/fddc644222d7.mp4
words/b5dc69b0ad2d.mp4,words,['jazz notes float'],50,3,171,34.43,4.97,static,words/b5dc69b0ad2d.mp4
words/5bf134ae804b.mp4,words,['misty morning walk'],50,3,167,33.58,4.97,static,words/5bf134ae804b.mp4
words/4ed3ee27678a.mp4,words,['rainbow after storm'],50,3,179,36.03,4.97,static,words/4ed3ee27678a.mp4
words/16106d6bddf4.mp4,words,['chrome surfaces reflect'],50,3,114,36.86,3.09,static,words/16106d6bddf4.mp4
words/36b349855478.mp4,words,['obsidian'],50,3,162,32.55,4.98,static,words/36b349855478.mp4
words/a1350867f8f9.mp4,words,['mountain peaks soar'],50,3,167,33.61,4.97,static,words/a1350867f8f9.mp4
words/8cccc15eeeec.mp4,words,['quantum gates open'],50,3,158,31.53,5.01,static,words/8cccc15eeeec.mp4
words/140d5485fcde.mp4,words,['electric currents surge'],50,3,157,31.55,4.98,static,words/140d5485fcde.mp4
words/ac2a5c3c7c39.mp4,words,['ocean waves crash'],50,3,196,39.4,4.97,static,words/ac2a5c3c7c39.mp4
words/7628e38b4fa3.mp4,words,['sapphire'],50,3,122,36.14,3.38,static,words/7628e38b4fa3.mp4
words/1daac299e83d.mp4,words,['nickel'],50,3,160,37.43,4.28,static,words/1daac299e83d.mp4
words/05a247070439.mp4,words,['quantum states change'],50,3,157,31.52,4.98,static,words/05a247070439.mp4
words/eee60086c1ff.mp4,words,['mountain goats leap'],50,3,177,35.79,4.95,static,words/eee60086c1ff.mp4
words/89550aac41da.mp4,words,['violin strings hum'],50,3,181,36.44,4.97,static,words/89550aac41da.mp4
words/b9cbbae9bd08.mp4,words,['ocean breeze sighs'],50,3,165,33.17,4.98,static,words/b9cbbae9bd08.mp4
words/a331f85a2b65.mp4,words,['city lights shimmer'],50,3,108,34.54,3.13,static,words/a331f85a2b65.mp4
words/8b78e9fc9c83.mp4,words,['quantum tunnels open'],50,3,155,34.75,4.46,static,words/8b78e9fc9c83.mp4
words/67bb919bdb71.mp4,words,['magnetic fields pulse'],50,3,184,36.98,4.98,static,words/67bb919bdb71.mp4
words/19d173b7d371.mp4,words,['titanium'],50,3,163,32.91,4.95,static,words/19d173b7d371.mp4
words/80da9d94d560.mp4,words,['summer storm approaches'],50,3,171,34.43,4.97,static,words/80da9d94d560.mp4
words/d45506803a94.mp4,words,['autumn leaves fall'],50,3,181,36.41,4.97,static,words/d45506803a94.mp4
words/367a5f6151cb.mp4,words,['quantum foam bubbles'],50,3,175,35.15,4.98,static,words/367a5f6151cb.mp4
words/87c991ee5d6f.mp4,words,['silver'],50,3,45,36.73,1.23,static,words/87c991ee5d6f.mp4
words/f6368e00ffb6.mp4,words,['starlight'],50,3,64,33.2,1.93,static,words/f6368e00ffb6.mp4
words/e363216255e4.mp4,words,['whisper'],50,3,183,36.75,4.98,static,words/e363216255e4.mp4
words/aef3415961de.mp4,words,['hydrogen'],50,3,155,31.24,4.96,static,words/aef3415961de.mp4
words/f1485408f932.mp4,words,['coffee'],50,3,178,35.79,4.97,static,words/f1485408f932.mp4
words/472053b96896.mp4,words,['cosmic storm brews'],50,3,214,43.09,4.97,static,words/472053b96896.mp4
words/c59db3dab032.mp4,words,['chocolate'],50,3,188,37.81,4.97,static,words/c59db3dab032.mp4
words/cf8eec470888.mp4,words,['cyber punk streets'],50,3,69,34.36,2.01,static,words/cf8eec470888.mp4
words/8785b048faee.mp4,words,['summer breeze'],50,3,177,35.73,4.95,static,words/8785b048faee.mp4
words/40922c4ef738.mp4,words,['laughing children play'],50,3,192,38.69,4.96,static,words/40922c4ef738.mp4
words/cf1a1ad960d9.mp4,words,['crystal'],50,3,175,35.28,4.96,static,words/cf1a1ad960d9.mp4
words/c5661c9e1e09.mp4,words,['ancient stone walls'],50,3,180,36.21,4.97,static,words/c5661c9e1e09.mp4
words/0f7845fe146e.mp4,words,['railway memories fade'],50,3,179,35.98,4.97,static,words/0f7845fe146e.mp4
words/7aef5abdf11e.mp4,words,['coastal fog rolls'],50,3,177,35.6,4.97,static,words/7aef5abdf11e.mp4
words/19da8fd871d1.mp4,words,['forest shadows dance'],50,3,167,33.59,4.97,static,words/19da8fd871d1.mp4
words/bdc5e2a0b259.mp4,words,['laughing brook bubbles'],50,3,61,38.73,1.57,static,words/bdc5e2a0b259.mp4
words/8f16c4b9245b.mp4,words,['morning fog lifts'],50,3,213,46.1,4.62,static,words/8f16c4b9245b.mp4
words/500cbf82c02e.mp4,words,['warm sunshine'],50,3,170,35.35,4.81,static,words/500cbf82c02e.mp4
words/ad9304f99acf.mp4,words,['binary code flows'],50,3,140,35.21,3.98,static,words/ad9304f99acf.mp4
words/e457cc1fe4ff.mp4,words,['wormholes twist space'],50,3,158,31.81,4.97,static,words/e457cc1fe4ff.mp4
words/fed42e7a8b4a.mp4,words,['quantum fields fluctuate'],50,3,181,36.57,4.95,static,words/fed42e7a8b4a.mp4
words/569acb4815f0.mp4,words,['gentle rain falls'],50,3,178,35.82,4.97,static,words/569acb4815f0.mp4
words/46e7013116f1.mp4,words,['wooden bridge creaks'],50,3,164,32.96,4.98,static,words/46e7013116f1.mp4
words/be31308fde67.mp4,words,['whispered secrets'],50,3,96,34.79,2.76,static,words/be31308fde67.mp4
words/3a26b1de7f6e.mp4,words,['antimatter streams float'],50,3,165,33.21,4.97,static,words/3a26b1de7f6e.mp4
words/1c5d08399d41.mp4,words,['vintage leather bound'],50,3,169,34.0,4.97,static,words/1c5d08399d41.mp4
words/83cbc7be9c6b.mp4,words,['digital dreams flow'],50,3,50,36.76,1.36,static,words/83cbc7be9c6b.mp4
words/e7d60493c9ca.mp4,words,['quiet library corners'],50,3,182,36.65,4.97,static,words/e7d60493c9ca.mp4
words/879f86b0e4d8.mp4,words,['dusty bookshelf treasures'],50,3,163,32.8,4.97,static,words/879f86b0e4d8.mp4
words/efa004b83dcb.mp4,words,['fresh baked bread'],50,3,184,37.14,4.95,static,words/efa004b83dcb.mp4
words/550d08763dd7.mp4,words,['spring flowers bloom'],50,3,168,33.74,4.98,static,words/550d08763dd7.mp4
words/1f89b62d9bb9.mp4,words,['steel structures rise'],50,3,56,35.55,1.58,static,words/1f89b62d9bb9.mp4
words/10aedc3e700d.mp4,words,['cosmic strings snap'],50,3,52,36.04,1.44,static,words/10aedc3e700d.mp4
words/2134466b6f37.mp4,words,['carnival lights spin'],50,3,182,36.68,4.96,static,words/2134466b6f37.mp4
words/1e8f1d6ab1e1.mp4,words,['platinum'],50,3,182,36.71,4.96,static,words/1e8f1d6ab1e1.mp4
words/bcb8f7841d3c.mp4,words,['dark matter flows'],50,3,171,34.37,4.97,static,words/bcb8f7841d3c.mp4
words/bcf0c316619f.mp4,words,['cosmic inflation continues'],50,3,175,35.21,4.97,static,words/bcf0c316619f.mp4
words/6481b603b357.mp4,words,['binary stars dance'],50,3,132,31.23,4.23,static,words/6481b603b357.mp4
words/71365058d8c1.mp4,words,['virtual reality calls'],50,3,137,35.03,3.91,static,words/71365058d8c1.mp4
words/7b85d5ef313c.mp4,words,['city traffic hums'],50,3,171,34.37,4.97,static,words/7b85d5ef313c.mp4
words/b6d1e32c5947.mp4,words,['cosmic dust settles'],50,3,169,34.03,4.97,static,words/b6d1e32c5947.mp4
words/1d0e3af78edb.mp4,words,['diamond dust falls'],50,3,164,32.99,4.97,static,words/1d0e3af78edb.mp4
words/97002ede963b.mp4,words,['northern lights dance'],50,3,137,35.51,3.86,static,words/97002ede963b.mp4
words/60d30ffa7434.mp4,words,['castle towers rise'],50,3,164,33.08,4.96,static,words/60d30ffa7434.mp4
words/876e14d16216.mp4,words,['lighthouse beam sweeps'],50,3,169,34.29,4.93,static,words/876e14d16216.mp4
words/8df083e15ef1.mp4,words,['crystal chandelier sparkles'],50,3,85,37.65,2.26,static,words/8df083e15ef1.mp4
words/cff4c051e2bb.mp4,words,['rustic barn wood'],50,3,168,33.74,4.98,static,words/cff4c051e2bb.mp4
words/536e21f29b78.mp4,words,['sunset colors fade'],50,3,169,34.05,4.96,static,words/536e21f29b78.mp4
words/b4f7a938b0a4.mp4,words,['nebula clouds form'],50,3,159,31.95,4.98,static,words/b4f7a938b0a4.mp4
